mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.49862041473388674,0.04006315008811275,0.04018478393554688,0.01739904608272904,5,7,50,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 50}",0.7724867724867724,0.6736507936507936,0.7357859531772575,0.7491638795986623,0.760242474916388,0.7382659747659747,0.03450816141981297,18
1.3107380867004395,0.23780363433137702,0.056663799285888675,0.013331002202912,5,7,150,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 150}",0.7834920634920635,0.6814814814814815,0.7301421404682273,0.7497909698996655,0.7575250836120402,0.7404863477906956,0.034102677218264314,12
0.06135339736938476,0.008105019019244266,0.01649923324584961,0.004688115541493809,5,15,3,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 3}",0.726878306878307,0.6253968253968254,0.6968018394648829,0.6476797658862876,0.6633570234113713,0.6720227522075348,0.03595771943020878,107
0.09404983520507812,0.020121260678007853,0.016503524780273438,0.0034554255832782398,5,15,5,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 5}",0.73005291005291,0.672063492063492,0.7140468227424749,0.6520693979933111,0.686141304347826,0.6908747854400028,0.02812115736439967,94
0.13764119148254395,0.013723173006640966,0.02563652992248535,0.011248199505079175,5,15,10,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 10}",0.7306878306878306,0.6888888888888889,0.7311872909698997,0.6665969899665551,0.7050585284280936,0.7044839057882536,0.024813986354683838,85
0.4036702156066895,0.06088100050223357,0.024094200134277342,0.017552150621241946,5,15,25,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 25}",0.761904761904762,0.6782010582010582,0.7221989966555183,0.7198996655518394,0.742997491638796,0.7250403947903947,0.027963772930560987,56
0.5499717712402343,0.02345215745667583,0.022216415405273436,0.0025913588841798294,5,15,50,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 50}",0.7762962962962963,0.6838095238095239,0.7399665551839465,0.7159280936454849,0.740175585284281,0.7312352108439065,0.03056197545603178,39
1.4449913501739502,0.25041328067101876,0.06193366050720215,0.022597551286510458,5,15,150,"{'max_depth': 5, 'max_features': 15, 'n_estimators': 150}",0.7703703703703704,0.6888888888888889,0.7449832775919732,0.7422658862876255,0.7514632107023412,0.7395943267682398,0.027185491415180875,14
0.064143705368042,0.004091005276641361,0.017410087585449218,0.00657723816192913,5,20,3,"{'max_depth': 5, 'max_features': 20, 'n_estimators': 3}",0.754920634920635,0.6728042328042327,0.6801839464882943,0.6901128762541806,0.7322324414715718,0.7060508263877828,0.031944279204699014,83
0.08084759712219239,0.009277081372623555,0.021532678604125978,0.005266907639373435,5,20,5,"{'max_depth': 5, 'max_features': 20, 'n_estimators': 5}",0.7512169312169312,0.699047619047619,0.7048494983277591,0.6700459866220736,0.7366220735785952,0.7123564217585956,0.028714498442594532,75
0.14990768432617188,0.026366864149114457,0.025859355926513672,0.005683748358053919,5,20,10,"{'max_depth': 5, 'max_features': 20, 'n_estimators': 10}",0.7523809523809525,0.7002116402116403,0.7142558528428093,0.6844690635451505,0.744460702341137,0.7191556422643379,0.025808173864982954,66
